;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 20:00:00;1.82;0.9682044287094113;0.0;1673.91;163.08;0.0;0.0;0.7115826848750321
2021-11-01 21:00:00;1.65;0.9682044287094113;0.0;1673.91;153.0;0.0;0.0;0.7049036846173665
2021-11-01 22:00:00;1.51;0.9682044287094113;0.0;1673.91;147.37;0.0;0.0;0.7075671218758051
2021-11-01 23:00:00;1.28;0.9682044287094113;0.0;1673.92;134.9;0.0;0.0;0.7142563256892553
2021-11-02 00:00:00;1.1;0.9384480160221375;13.7;1673.88;145.0;113.08;16396.11;0.7169401700592631
2021-11-02 01:00:00;0.94;0.9384480160221375;0.0;1673.88;140.94;0.0;0.0;0.7102305591342437
2021-11-02 02:00:00;0.95;0.9384480160221375;0.0;1673.88;130.0;0.0;0.0;0.7155982478742591
2021-11-02 03:00:00;0.94;0.9384480160221375;0.0;1673.88;119.0;0.0;0.0;0.7196444215408399
2021-11-02 04:00:00;0.89;0.9384480160221375;6.02;1673.87;123.51;49.71;6139.6;0.7169401700592631
2021-11-02 05:00:00;0.76;0.9384480160221375;13.25;1673.83;146.77;109.35;16049.24;0.7049036846173665
2021-11-02 06:00:00;1.01;0.9384480160221375;10.13;1673.8;182.15;83.6;15227.62;0.6982729193506828
2021-11-02 07:00:00;0.82;0.9384480160221375;8.42;1673.77;216.83;69.51;15070.98;0.7009178046895129
2021-11-02 08:00:00;0.66;0.9384480160221375;13.68;1673.73;234.98;112.93;26536.42;0.6969504766812676
2021-11-02 09:00:00;0.72;0.9384480160221375;10.39;1673.7;228.04;85.74;19553.04;0.702240247358928
2021-11-02 10:00:00;0.73;0.9384480160221375;13.7;1673.66;221.74;113.08;25073.28;0.702240247358928
2021-11-02 11:00:00;0.91;0.9384480160221375;13.7;1673.62;223.21;113.08;25239.65;0.7129246070600359
2021-11-02 12:00:00;0.68;0.9384480160221375;13.55;1673.58;215.95;111.83;24148.66;0.7332231898995104
2021-11-02 13:00:00;0.71;0.9384480160221375;13.54;1673.54;217.35;111.72;24283.55;0.7359497036846172
2021-11-02 14:00:00;0.84;0.9384480160221375;6.88;1673.52;224.91;56.82;12779.23;0.7359497036846172
2021-11-02 15:00:00;1.12;0.9384480160221375;13.7;1673.48;231.15;113.08;26137.31;0.7291658850811644
2021-11-02 16:00:00;1.17;0.9384480160221375;13.57;1673.44;252.12;112.03;28244.57;0.7009447049729449
2021-11-02 17:00:00;1.09;0.9384480160221375;13.67;1673.4;298.97;112.84;33734.5;0.6579923730997165
2021-11-02 18:00:00;1.14;0.9384480160221375;13.54;1673.36;312.67;111.72;34932.65;0.6326186034527183
2021-11-02 19:00:00;1.11;0.9384480160221375;13.55;1673.31;280.0;111.83;31311.17;0.625151455810358
2021-11-02 20:00:00;1.06;0.9384480160221375;13.7;1673.27;231.0;113.08;26120.35;0.6239053852099973
2021-11-02 21:00:00;1.07;0.9384480160221375;13.54;1673.23;201.0;111.72;22456.46;0.6164942025251223
2021-11-02 22:00:00;1.05;0.9384480160221375;0.03;1673.23;179.99;0.25;45.13;0.6128125740788456
2021-11-02 23:00:00;1.04;0.9384480160221375;0.0;1673.24;167.0;0.0;0.0;0.6115853645967534
2021-11-03 00:00:00;0.88;1.0024705013483357;0.0;1673.24;161.0;0.0;0.0;0.6103581551146612
2021-11-03 01:00:00;0.89;1.0024705013483357;0.0;1673.24;158.22;0.0;0.0;0.6079229064674053
2021-11-03 02:00:00;0.94;1.0024705013483357;0.0;1673.24;155.19;0.0;0.0;0.6042700334965213
2021-11-03 03:00:00;0.94;1.0024705013483357;0.0;1673.24;157.86;0.0;0.0;0.609140530791033
2021-11-03 04:00:00;0.91;1.0024705013483357;13.7;1673.2;159.4;113.08;18024.17;0.6054876578201495
2021-11-03 05:00:00;0.92;1.0024705013483357;0.0;1673.2;162.53;0.0;0.0;0.6030524091728936
2021-11-03 06:00:00;0.89;1.0024705013483357;13.7;1673.16;179.19;113.08;20261.93;0.6042700334965213
2021-11-03 07:00:00;0.88;1.0024705013483357;13.7;1673.12;204.37;113.08;23109.16;0.6030524091728936
2021-11-03 08:00:00;0.96;1.0024705013483357;13.7;1673.08;230.09;113.08;26017.22;0.5994282916774027
2021-11-03 09:00:00;0.92;1.0024705013483357;13.7;1673.04;219.09;113.08;24773.54;0.6079229064674053
2021-11-03 10:00:00;0.85;1.0024705013483357;0.0;1673.04;210.2;0.0;0.0;0.6152669930430301
2021-11-03 11:00:00;0.96;1.0024705013483357;13.7;1673.0;213.26;113.08;24114.4;0.6201950012883276
2021-11-03 12:00:00;1.0;1.0024705013483357;13.7;1672.96;206.2;113.08;23316.09;0.6201950012883276
2021-11-03 13:00:00;0.92;1.0024705013483357;0.0;1672.96;211.11;0.0;0.0;0.6226685905694407
2021-11-03 14:00:00;0.88;1.0024705013483357;13.7;1672.92;215.9;113.08;24413.33;0.6301264622519966
2021-11-03 15:00:00;0.95;1.0024705013483357;13.7;1672.87;227.28;113.08;25699.71;0.6326186034527183
2021-11-03 16:00:00;1.05;1.0024705013483357;13.7;1672.83;227.01;113.08;25668.74;0.6263882504509147
2021-11-03 17:00:00;1.09;1.0024705013483357;13.7;1672.79;262.4;113.08;29670.91;0.6276343210512754
2021-11-03 18:00:00;1.06;1.0024705013483357;13.7;1672.75;280.0;113.08;31661.03;0.6326186034527183
2021-11-03 19:00:00;1.08;1.0024705013483357;13.7;1672.71;250.0;113.08;28268.78;0.6239146611698014
2021-11-03 20:00:00;1.03;1.0024705013483357;13.7;1672.66;208.13;113.08;23534.32;0.6177214120072146
2021-11-03 21:00:00;1.34;1.0024705013483357;0.0;1672.67;183.63;0.0;0.0;0.6214317959288843
2021-11-03 22:00:00;1.34;1.0024705013483357;0.0;1672.67;165.92;0.0;0.0;0.6201950012883276
2021-11-03 23:00:00;1.37;1.0024705013483357;0.0;1672.67;146.22;0.0;0.0;0.6301264622519966
